11681,6300800,單  69號以下,odd;<NUMBER:69
11682,6300800,單  71號以上,odd;>NUMBER:71
11681,6300800,雙 128號以下,even;<NUMBER:128
11682,6300800,雙 130號以上,even;>NUMBER:130
